name,link,image,regular_price,discount_price,category,store,date
Лаптоп ASUS Vivobook 15 X1502ZA-BQ521 i5-1235U/16GB/512GB,https://www.neptun.mk/categories/prenosni_kompjuteri/ASUS-Vivobook-15-X1502ZA-BQ521-i5-1235U-16GB-512GB,https://www.neptun.mk/2023/06/27/ASUS01_6afcbd4d-7bad-4aa8-8a9b-340da27cd209.JPG?width=192,36999,31999.0,LAPTOP,Neptun,2023-10-11
Лаптоп ACER Aspire 3 A315-59-51BL i5-1235U/16GB/512GB,https://www.neptun.mk/categories/prenosni_kompjuteri/ACER-Aspire-3-A315-59-51BL-i5-1235U-16GB-512GB,https://www.neptun.mk/2023/04/28/aspire_1.JPG?width=192,37999,31999.0,LAPTOP,Neptun,2023-10-11
Лаптоп ACER Aspire 3 A315-59-57AR i5-1235U/16GB/512GB,https://www.neptun.mk/categories/prenosni_kompjuteri/ACER-Aspire-3-A315-59-57AR-i5-1235U-16GB-512GB,https://www.neptun.mk/2023/04/28/aspire_pr_1.JPG?width=192,37999,32999.0,LAPTOP,Neptun,2023-10-11
Лаптоп ASUS Vivobook 15 X1504VA-BQ512 i5-1335U/8GB/512GB,https://www.neptun.mk/categories/prenosni_kompjuteri/ASUS-Vivobook-15-X1504VA-BQ512-i5-1335U-8GB-512GB,https://www.neptun.mk/2023/09/06/Asus_28d6cca5-b798-4a84-b5ed-a489e670f198.JPG?width=192,35999,33999.0,LAPTOP,Neptun,2023-10-11
Лаптоп HP Pavilion 15-eh3000nia R7-7730U/16GB/512GB,https://www.neptun.mk/categories/prenosni_kompjuteri/HP-Pavilion-15-eh3000nia-R7-7730U-16GB-512GB,https://www.neptun.mk/2023/10/02/c07043068_ef2d18be-1fb5-4468-9683-4999281a8c1b.png?width=192,36999,34799.0,LAPTOP,Neptun,2023-10-11
Лаптоп ACER Aspire 5 A515-57-56D3 i5-12450H/16GB/512GB,https://www.neptun.mk/categories/prenosni_kompjuteri/ACER-Aspire-5-A515-57-56D3-i5-12450H-16GB-512GB,https://www.neptun.mk/2023/10/04/Acer_fc74822b-24cc-4755-a456-e0523f16c732.JPG?width=192,36999,34999.0,LAPTOP,Neptun,2023-10-11
"Лаптоп DELL Vostro 5410 14"" i5-11320H/8GB/512GB/MX450 2GB",https://www.neptun.mk/categories/prenosni_kompjuteri/DELL-Vostro-5410-14--i5-11320H-8GB-512GB-MX450-2GB,https://www.neptun.mk/2023/04/24/del_1.JPG?width=192,43999,34999.0,LAPTOP,Neptun,2023-10-11
ASUS Vivobook 15 OLED X1505ZA-OLED-L511 i5-1235U/8GB/512GB,https://www.neptun.mk/categories/prenosni_kompjuteri/ASUS-Vivobook-15-OLED-X1505ZA-OLED-L511-i5-1235U-8GB-512GB,https://www.neptun.mk/2023/02/24/asus8_fa8b082c-e49b-4080-b583-18c194929b1d.JPG?width=192,40999,35499.0,LAPTOP,Neptun,2023-10-11
Лаптоп LENOVO IdeaPad Slim 3 15ABR8 R7-7730U/16GB/512GB,https://www.neptun.mk/categories/prenosni_kompjuteri/LENOVO-IdeaPad-Slim-3-15ABR8-R7-7730U-16GB-512GB,https://www.neptun.mk/2023/07/20/Lenovo_4bc58611-12f1-435f-a60e-1cdf8da0e8e9.JPG?width=192,37999,35799.0,LAPTOP,Neptun,2023-10-11
Лапоп NB ACER Aspire 5 A515-56G-50Y0 i5-1135G7/12GB/256GB/MX450 2GB,https://www.neptun.mk/categories/prenosni_kompjuteri/NB-ACER-Aspire-5-A515-56G-50Y0-i5-1135G7-12GB-256GB-MX450-2GB,https://www.neptun.mk/2023/03/31/NB_ACER_Aspire_5_A515-56G-50Y0.JPG?width=192,44999,35999.0,LAPTOP,Neptun,2023-10-11
Лаптоп ACER Aspire 5 A515-47-R5C7 R7-5825U/24GB/512GB,https://www.neptun.mk/categories/prenosni_kompjuteri/ACER-Aspire-5-A515-47-R5C7-R7-5825U-24GB-512GB,https://www.neptun.mk/2023/10/04/Acer_e9990bee-28ac-489e-824b-69486d2a00f5.JPG?width=192,38999,36499.0,LAPTOP,Neptun,2023-10-11
Лаптоп DELL Vostro 3525 R7-5825U/16GB/512GB,https://www.neptun.mk/categories/prenosni_kompjuteri/DELL-Vostro-3525-R7-5825U-16GB-512GB,https://www.neptun.mk/2022/12/01/3_89fcc04d-a987-413a-ade0-32f8d9856d11.jpg?width=192,53999,36995.0,LAPTOP,Neptun,2023-10-11
Лаптоп ASUS Vivobook 15 X1504VA-BQ512W i5-1335U/8GB/512GB/WIN11,https://www.neptun.mk/categories/prenosni_kompjuteri/ASUS-Vivobook-15-X1504VA-BQ512W-i5-1335U-8GB-512GB-WIN11,https://www.neptun.mk/2023/09/06/Asus_645ecc5c-c75e-4721-a65e-b641502cb26a.JPG?width=192,39999,36999.0,LAPTOP,Neptun,2023-10-11
Лаптоп LENOVO IdeaPad 3 15IAU7 i7-1255U/16GB/512GB,https://www.neptun.mk/categories/prenosni_kompjuteri/LENOVO-IdeaPad-3-15IAU7-i7-1255U-16GB-512GB-82RK008XRM,https://www.neptun.mk/2023/02/23/qaaa.JPG?width=192,45999,37799.0,LAPTOP,Neptun,2023-10-11
Лаптоп ACER TravelMate P2 TMP215-53-52KC i5-1135G7/8GB/256GB/WIN10PRO,https://www.neptun.mk/categories/prenosni_kompjuteri/ACER-TravelMate-P2-TMP215-53-52KC-i5-1135G7-8GB-256GB-WIN10PRO,https://www.neptun.mk/2023/02/24/%D0%BB%D0%B0%D0%BF%D1%82%D0%BE%D0%BF_7.JPG?width=192,49999,37999.0,LAPTOP,Neptun,2023-10-11
Лаптоп ASUS Vivobook 15 OLED X1505VA-OLED-L511 i5-1335U/8GB/512GB,https://www.neptun.mk/categories/prenosni_kompjuteri/ASUS-Vivobook-15-OLED-X1505VA-OLED-L511-i5-1335U-8GB-512GB,https://www.neptun.mk/2023/09/06/Oled_c670f678-bd56-4434-88f0-ccd2a32fd4d0.JPG?width=192,40999,38999.0,LAPTOP,Neptun,2023-10-11
"Лаптоп DELL Vostro 5410 14"" i5-11300H/16GB/512GB",https://www.neptun.mk/categories/prenosni_kompjuteri/DELL-Vostro-5410-14--i5-11300H-16GB-512GB,https://www.neptun.mk/2023/04/24/Capture_1.JPG?width=192,41999,38999.0,LAPTOP,Neptun,2023-10-11
Лаптоп DELL Vostro 3535 R7-7730U/16GB/512GB,https://www.neptun.mk/categories/prenosni_kompjuteri/DELL-Vostro-3535-R7-7730U-16GB-512GB,https://www.neptun.mk/2023/10/03/Dell_2d1a29ea-366f-4f62-92a3-42cb369d9fc6.JPG?width=192,41999,38999.0,LAPTOP,Neptun,2023-10-11
Лаптоп HP ProBook 450 G9 i5-1235U/8GB/512GB 6F1E6EA,https://www.neptun.mk/categories/prenosni_kompjuteri/HP-ProBook-450-G9-i5-1235U-8GB-512GB-6F1E6EA,https://www.neptun.mk/2023/03/06/trtr.JPG?width=192,42999,38999.0,LAPTOP,Neptun,2023-10-11
Лаптоп ACER Aspire 3 A315-58-774J i7-1165G7/16GB/512GB,https://www.neptun.mk/categories/prenosni_kompjuteri/ACER-Aspire-3-A315-58-774J-i7-1165G7-16GB-512GB,https://www.neptun.mk/2023/05/18/Acer_037d8fde-3285-4cea-9756-e56c4f83142c.JPG?width=192,44999,38999.0,LAPTOP,Neptun,2023-10-11
Лаптоп DELL Vostro 3520 i7-1255U/16GB/512GB,https://www.neptun.mk/categories/prenosni_kompjuteri/DELL-Vostro-3520-i7-1255U-16GB-512GB,https://www.neptun.mk/2023/03/15/1-59-e1674036178165.jpg?width=192,43999,39999.0,LAPTOP,Neptun,2023-10-11
Лаптоп HP 250 G9 i7-1255U/8GB/512GB 6S6V4EA,https://www.neptun.mk/categories/prenosni_kompjuteri/HP-250-G9-i7-1255U-8GB-512GB-6S6V4EA,https://www.neptun.mk/2023/03/08/ww.JPG?width=192,46999,39999.0,LAPTOP,Neptun,2023-10-11
"Лаптоп LENOVO IdeaPad Slim 3 15IRU8 15.6"" i7-1355U/16GB LPDDR5/512GB SSD",https://www.neptun.mk/categories/prenosni_kompjuteri/LENOVO-IdeaPad-Slim-3-15IRU8-15-6--i7-1355U-16GB-LPDDR5-512GB-SSD-,https://www.neptun.mk/2023/09/27/IdeaPadSlim315IRU8CT106_6b27bceb-e735-45f6-945c-d1cb34a75937.jpg?width=192,43999,40999.0,LAPTOP,Neptun,2023-10-11
"Лаптоп HP ProBook 440 G9 14"" i5-1235U/8GB/512GB 6S7E3EA",https://www.neptun.mk/categories/prenosni_kompjuteri/HP-ProBook-440-G9-14--i5-1235U-8GB-512GB-6S7E3EA,https://www.neptun.mk/2023/03/06/%D1%86%D1%9F%D1%86%D1%9F.JPG?width=192,46999,41999.0,LAPTOP,Neptun,2023-10-11
Лаптоп ACER Aspire 5 A515-57-70RV i7-12650H/16GB/512GB,https://www.neptun.mk/categories/prenosni_kompjuteri/ACER-Aspire-5-A515-57-70RV-i7-12650H-16GB-512GB,https://www.neptun.mk/2023/10/04/Acer_fcb63de3-15a5-4522-8d95-e74b863e975a.JPG?width=192,45499,42499.0,LAPTOP,Neptun,2023-10-11
Лаптоп ACER Aspire 3 A315-59-78V1 i7-1255U/32GB/512GB,https://www.neptun.mk/categories/prenosni_kompjuteri/ACER-Aspire-3-A315-59-78V1-i7-1255U-32GB-512GB,https://www.neptun.mk/2023/04/28/0123456_bba4613b-4097-4b26-8edc-b856e520cf7d.png?width=192,51999,42699.0,LAPTOP,Neptun,2023-10-11
Лаптоп ACER Aspire 5 A515-56G-773D i7-1165G7/12GB/256GB/MX450 2GB,https://www.neptun.mk/categories/prenosni_kompjuteri/ACER-Aspire-5-A515-56G-773D-i7-1165G7-12GB-256GB-MX450-2GB,https://www.neptun.mk/2023/03/31/ACER_Aspire_5_A515-56G-773D.JPG?width=192,49999,42999.0,LAPTOP,Neptun,2023-10-11
Лаптоп ACER Aspire 5 A515-57-70K5 i7-12650H/32GB/512GB,https://www.neptun.mk/categories/prenosni_kompjuteri/ACER-Aspire-5-A515-57-70K5-i7-12650H-32GB-512GB,https://www.neptun.mk/2023/10/04/Acer_cc6d4bf5-ef7b-40eb-8534-8fd005037b54.JPG?width=192,47999,44999.0,LAPTOP,Neptun,2023-10-11
Лаптоп HP ProBook 450 G9 i7-1255U/8GB/512GB 6F1E5EA,https://www.neptun.mk/categories/prenosni_kompjuteri/HP-ProBook-450-G9-i7-1255U-8GB-512GB-6F1E5EA,https://www.neptun.mk/2023/03/06/%D1%86%D1%9F%D1%86%D1%9F.JPG?width=192,49999,44999.0,LAPTOP,Neptun,2023-10-11
Лаптоп HP ENVY 14 eb0023nia i5-1135G7/8GB/256GB 600R2EA,https://www.neptun.mk/categories/prenosni_kompjuteri/HP-ENVY-14--i5-1135G7-8GB-256GB-600R2EA,https://www.neptun.mk/2022/05/20/c07935137.jpg?width=192,57999,45995.0,LAPTOP,Neptun,2023-10-11
"Лаптоп ASUS Zenbook 14 UM3402YAR-KP511W 14"" R5-7530U/8GB/512GB/WIN11",https://www.neptun.mk/categories/prenosni_kompjuteri/ASUS-Zenbook-14-UM3402YAR-KP511W-14--R5-7530U-8GB-512GB-WIN11,https://www.neptun.mk/2023/06/22/ASUS_2cf810df-ba23-4fea-8996-3e381973eb36.JPG?width=192,50999,45999.0,LAPTOP,Neptun,2023-10-11
Лаптоп HP Pavilion 15-eg2188nia i5-1235U/8GB/512GB/MX550 2GB GDDR6 797A8EA,https://www.neptun.mk/categories/prenosni_kompjuteri/HP-Pavilion-15-eg2188nia-i5-1235U-8GB-512GB-MX550-2GB-GDDR6-797A8EA,https://www.neptun.mk/2023/03/08/%D1%86%D1%86_1.JPG?width=192,53999,46999.0,LAPTOP,Neptun,2023-10-11
"Лаптоп HP ProBook 440 G9 14"" i7-1255U/8GB/512GB 6S7E4EA",https://www.neptun.mk/categories/prenosni_kompjuteri/HP-ProBook-440-G9-14--i7-1255U-8GB-512GB-6S7E4EA,https://www.neptun.mk/2023/03/06/85.JPG?width=192,55999,47999.0,LAPTOP,Neptun,2023-10-11
"Лаптоп LENOVO Yoga 6 13ABR8 13.3"" Touch R5-7530U/16GB/512GB/WIN11 83B20038RM",https://www.neptun.mk/categories/prenosni_kompjuteri/LENOVO-Yoga-6-13ABR8-13-3--Touch-R5-7530U-16GB-512GB-WIN11-83B20038RM,https://www.neptun.mk/2023/07/07/Yoga_f9e5cf78-b73d-4a03-aa73-786113ccb13f.JPG?width=192,56999,53999.0,LAPTOP,Neptun,2023-10-11
"Лаптоп ACER Swift Go 14 SFG14-42-R54G, R5-7640U/16GB/512GB",https://www.neptun.mk/categories/prenosni_kompjuteri/ACER-Swift-Go-14-SFG14-42-R54G-14--R5-7640U-16GB-DDR5-512GB,https://www.neptun.mk/2023/09/04/Swift01_acbd9c07-e4e0-4ddd-a6df-f45d90033307.JPG?width=192,56999,54999.0,LAPTOP,Neptun,2023-10-11
"Лаптоп ASUS Zenbook 14 OLED UM3402YA-OLED-KM521W 14"" R5-5625U/16GB/512GB/WIN11",https://www.neptun.mk/categories/prenosni_kompjuteri/ASUS-Zenbook-14-OLED-UM3402YA-OLED-KM521W-14--R5-5625U-16GB-512GB-WIN11,https://www.neptun.mk/2023/03/15/a.JPG?width=192,62999,54999.0,LAPTOP,Neptun,2023-10-11
"Лаптоп HP 470 G10 17.3"" i7-1355U/16GB/512GB/WIN11PRO",https://www.neptun.mk/categories/prenosni_kompjuteri/HP-470-G10-17-3--i7-1355U-16GB-512GB-WIN11PRO-817B7EA,https://www.neptun.mk/2023/10/06/Hp4_9817d60a-62c7-447e-a775-27627aa1b3b5.JPG?width=192,58999,55999.0,LAPTOP,Neptun,2023-10-11
"Лаптоп ASUS Vivobook S 14 Flip TP3402ZA-OLED-KN511W 14"" Touch i5-12500H/8GB/512GB/WIN11",https://www.neptun.mk/categories/prenosni_kompjuteri/ASUS-Vivobook-S-14-Flip-TP3402ZA-OLED-KN511W-14--Touch-i5-12500H-8GB-512GB-WIN11,https://www.neptun.mk/2023/05/11/TP3402ZA-OLED-KN511W_56d3d0cb-b283-42f3-9a2d-e6d853689049.JPG?width=192,62999,57999.0,LAPTOP,Neptun,2023-10-11
"Лаптоп ASUS Vivobook S 14 Flip TP3402VA-OLED-KN511W 14"" Touch i5-1335U/8GB/512GB/WIN11",https://www.neptun.mk/categories/prenosni_kompjuteri/ASUS-Vivobook-S-14-Flip-TP3402VA-OLED-KN511W-14--Touch-i5-1335U-8GB-512GB-WIN11,https://www.neptun.mk/2023/10/04/Asus_a74ed019-7685-46af-904f-5cab10136829.JPG?width=192,64099,58999.0,LAPTOP,Neptun,2023-10-11
"Лаптоп ACER Swift Go 14 SFG14-71-72JF 14"" i7-1355U/16GB DDR5/512GB/WIN11",https://www.neptun.mk/categories/prenosni_kompjuteri/ACER-Swift-Go-14-SFG14-71-72JF-14--i7-1355U-16GB-DDR5-512GB-WIN11,https://www.neptun.mk/2023/09/06/Swift01acbd9c07-e4e0-4ddd-a6df-f45d90033307_f37ef793-1d54-4dbd-b715-badbfc95f416.JPG?width=192,64999,61999.0,LAPTOP,Neptun,2023-10-11
Лаптоп LENOVO LOQ 15APH8 i7-7840HS/16GB/512GB/RTX 4050,https://www.neptun.mk/categories/prenosni_kompjuteri/LENOVO-LOQ-15APH8-15-6--i7-7840HS-16GB-DDR5-512GB-SSD-RTX-4050-6GB,https://www.neptun.mk/2023/09/27/Lenovo_c0af61e0-0632-4953-9f57-485140f79641.JPG?width=192,66999,62999.0,LAPTOP,Neptun,2023-10-11
"Лаптоп ASUS Zenbook 14 OLED UM3402YAR-OLED-KM721X 14"" R7-7730U/16GB/1TB/WIN11PRO",https://www.neptun.mk/categories/prenosni_kompjuteri/ASUS-Zenbook-14-OLED-UM3402YAR-OLED-KM721X-14--R7-7730U-16GB-1TB-WIN11PRO,https://www.neptun.mk/2023/06/22/ASUSOLED_e3ef0cef-d767-4c9b-b265-fb367838a5c2.JPG?width=192,72999,62999.0,LAPTOP,Neptun,2023-10-11
"Лаптоп ACER Swift Go 16 SFG16-71-78PW 16"" i7-1355U/16GB DDR5/512GB",https://www.neptun.mk/categories/prenosni_kompjuteri/ACER-Swift-Go-16-SFG16-71-78PW-16--i7-1355U-16GB-DDR5-512GB,https://www.neptun.mk/2023/10/04/AcerOLED_b5ec5101-0e8e-4daa-86ba-01df83c438e3.JPG?width=192,68999,64999.0,LAPTOP,Neptun,2023-10-11
Лаптоп LENOVO IdeaPad Gaming 3 15IAH7 i7-12650H/16GB/512GB/RTX 3060 6GB,https://www.neptun.mk/categories/prenosni_kompjuteri/LENOVO-IdeaPad-Gaming-3-15IAH7-i7-12650H-16GB-512GB-RTX-3060-6GB-82S900KLRM,https://www.neptun.mk/2023/02/27/69699.JPG?width=192,78999,72999.0,LAPTOP,Neptun,2023-10-11
"Лаптоп HP Spectre x360 13.5"" 14-ea0030nn i7-1165G7/16GB/512GB/WIN 3B1M4EA",https://www.neptun.mk/categories/prenosni_kompjuteri/HP-Spectre-x360-13-5--i7-1165G7-16GB-512GB-WIN-3B1M4EA,https://www.neptun.mk/2022/06/27/c06924739.png?width=192,109999,79995.0,LAPTOP,Neptun,2023-10-11
MacBook Pro 13.3 М2/8C CPU/10C GPU/8GB/256GB-ZEE space gray mneh3ze/a,https://www.neptun.mk/categories/prenosni_kompjuteri/MacBook-Pro-13-3-SG-8C-CPU-10C-GPU-8GB-256GB-ZEE-mneh3ze-a-,https://www.neptun.mk/2023/05/15/Apple_Pro.JPG?width=192,96299,80999.0,LAPTOP,Neptun,2023-10-11
"Лаптоп HP ENVY x360 13-bf0040nn 13.3"" Touch i7-1250U/16GB/512GB/WIN11 797A6EA",https://www.neptun.mk/categories/prenosni_kompjuteri/HP-ENVY-x360-13-bf0040nn-13-3--Touch-i7-1250U-16GB-512GB-WIN11-797A6EA,https://www.neptun.mk/2023/03/08/12.JPG?width=192,89999,83999.0,LAPTOP,Neptun,2023-10-11
Лаптоп ASUS Vivobook Pro 15 OLED K6502VU-OLED-MA731X i7-13700H/16GB DDR5/1TB/RTX 4050 6GB/WIN11PRO,https://www.neptun.mk/categories/prenosni_kompjuteri/ASUS-Vivobook-Pro-15-OLED-K6502VU-OLED-MA731X-i7-13700H-16GB-DDR5-1TB-RTX-4050-6GB-WIN11PRO,https://www.neptun.mk/2023/06/09/K6502VU-OLED-MA731Xslika_af8ad173-984c-4fc9-accf-1dccf443a1c8.jpg?width=192,103999,96999.0,LAPTOP,Neptun,2023-10-11
MacBook Pro 13.3 M2/8C CPU/10C GPU/8GB/512GB-ZEE space gray mnej3ze/a,https://www.neptun.mk/categories/prenosni_kompjuteri/MacBook-Pro-13-3-SG-8C-CPU-10C-GPU-8GB-512GB-ZEE-mnej3ze-a,https://www.neptun.mk/2023/02/23/space_grey.JPG?width=192,109899,98999.0,LAPTOP,Neptun,2023-10-11
Лаптоп ASUS Vivobook Pro 15 OLED K6502VU-OLED-MA931X i9-13900H/16GB/1TB/WIN11PRO,https://www.neptun.mk/categories/prenosni_kompjuteri/ASUS-Vivobook-Pro-15-OLED-K6502VU-OLED-MA931X-i9-13900H-16GB-DDR5-1TB-WIN11PRO,https://www.neptun.mk/2023/09/06/AsusVivo_93b328a4-8166-4440-8a68-9973866c2ecb.JPG?width=192,104999,99999.0,LAPTOP,Neptun,2023-10-11
"Лаптоп ACER Swift X 16 SFX16-61G-R7WG, R7-7840HS/32GB/1TB/RTX 4050",https://www.neptun.mk/categories/prenosni_kompjuteri/ACER-Swift-X-16-SFX16-61G-R7WG-16--R7-7840HS-32GB-DDR5-1TB-RTX-4050-6GB-WIN11PRO,https://www.neptun.mk/2023/09/04/Swift_f3d6be15-5020-4dd8-879a-124771629871.JPG?width=192,109999,104999.0,LAPTOP,Neptun,2023-10-11
Apple MacBook Pro 16” M2 Pro/12C CPU/19C GPU/16GB/1TB Space Grey mnw93ze/a,https://www.neptun.mk/categories/prenosni_kompjuteri/Apple-MacBook-Pro-16-M2-Pro-12C-CPU-19C-GPU-16GB-1TB-Space-Grey-mnw93ze-a,https://www.neptun.mk/2023/02/14/mac_book_pomal.PNG?width=192,196799,177899.0,LAPTOP,Neptun,2023-10-11
"ALCATEL 3080G Volcano Black, 2.4"", 1530 mAh",https://www.neptun.mk/categories/mobilni_telefoni/ALCATEL-3080G-Volcano-Black,https://www.neptun.mk/2023/03/23/11.JPG?width=192,3499,2599.0,PHONE,Neptun,2023-10-11
"Alcatel 3082X 4G Dark Gray, 1.3MP, 1380 mAh",https://www.neptun.mk/categories/mobilni_telefoni/Alcatel-3082X-4G-Dark-Gray,https://www.neptun.mk/2023/03/21/Alcatel4_a1371510-df91-4afc-ba42-e7ddf7b27b07.JPG?width=192,4499,3999.0,PHONE,Neptun,2023-10-11
"Alcatel 3082X 4G Metalic Silver, 2.4"", 1380 mAh",https://www.neptun.mk/categories/mobilni_telefoni/Alcatel-3082X-4G-Metalic-Silver,https://www.neptun.mk/2023/03/21/Alcatel5_00cfae49-c5ba-415b-8eff-4abb93a228fe.JPG?width=192,4499,3999.0,PHONE,Neptun,2023-10-11
Xiaomi Redmi A2 2+32GB Light Green,https://www.neptun.mk/categories/mobilni_telefoni/Xiaomi-Redmi-A2-2-32GB-Light-Green,https://www.neptun.mk/2023/04/13/a2_1.JPG?width=192,6099,5499.0,PHONE,Neptun,2023-10-11
"Xiaomi Redmi A2, 6.52"", 2/32GB, 8+0.8/5MP, 5000 mAh, Light Blue",https://www.neptun.mk/categories/mobilni_telefoni/Xiaomi-Redmi-A2-2-32GB-Light-Blue,https://www.neptun.mk/2023/04/27/xiaomi.JPG?width=192,6099,5499.0,PHONE,Neptun,2023-10-11
"XIAOMI Redmi A2, 6.52, 2/32GB, 5000mAh, Black",https://www.neptun.mk/categories/mobilni_telefoni/XIAOMI-Redmi-A2-2-32GB-Black,https://www.neptun.mk/2023/03/27/10.JPG?width=192,6099,5499.0,PHONE,Neptun,2023-10-11
XIAOMI Redmi 12C 3+32GB Ocean Blue,https://www.neptun.mk/categories/mobilni_telefoni/XIAOMI-Redmi-12C-3-32GB-Ocean-Blue,https://www.neptun.mk/2023/04/18/12c_1.JPG?width=192,7999,6499.0,PHONE,Neptun,2023-10-11
XIAOMI Redmi 12C 3+32GB Graphite Gray,https://www.neptun.mk/categories/mobilni_telefoni/XIAOMI-Redmi-12C-3-32GB-Graphite-Gray,https://www.neptun.mk/2023/04/13/123.JPG?width=192,7999,6499.0,PHONE,Neptun,2023-10-11
"XIAOMI Redmi 12C, 6,71"", 3/64GB, 5000mAh, Ocean Blue",https://www.neptun.mk/categories/mobilni_telefoni/XIAOMI-Redmi-12C-3-64GB-Ocean-Blue,https://www.neptun.mk/2023/03/27/hiomi.JPG?width=192,9799,7499.0,PHONE,Neptun,2023-10-11
XIAOMI 12C 3+64GB Graphite Gray,https://www.neptun.mk/categories/mobilni_telefoni/XIAOMI-12C-3-64GB-Graphite-Gray,https://www.neptun.mk/2023/03/29/66666.JPG?width=192,9799,7499.0,PHONE,Neptun,2023-10-11
HONOR X7 (Carmella-L41B6) 4/128GB Black,https://www.neptun.mk/categories/mobilni_telefoni/HONOR-X7--Carmella-L41B6--4-128GB-Black,https://www.neptun.mk/2023/04/24/honor_1.JPG?width=192,11999,7499.0,PHONE,Neptun,2023-10-11
"SAMSUNG Galaxy A04s, 6.5"", 32/3GB, 50+2+2/5MP, 5000mAh (SM-A047FZKUEUC) Black",https://www.neptun.mk/categories/mobilni_telefoni/SAMSUNG-Galaxy-A04s-3-32GB--SM-A047FZKUEUC--Black,https://www.neptun.mk/2022/10/20/02_f3e63587-d4d7-4a36-9151-537da05a79f9.jpg?width=192,10699,7999.0,PHONE,Neptun,2023-10-11
"SAMSUNG Galaxy A04s, 6.5"", 32/3GB, 50+2+2/5MP, 5000mAh (SM-A047FZWUEUC) White",https://www.neptun.mk/categories/mobilni_telefoni/SAMSUNG-Galaxy-A04s-3-32GB--SM-A047FZWUEUC--White,https://www.neptun.mk/2022/10/20/gsmarena003_67e17ef0-8540-4f71-8def-9e983da9ccb5.jpg?width=192,10699,7999.0,PHONE,Neptun,2023-10-11
"SAMSUNG Galaxy A04s, 6.5"", 32/3GB, 50+2+2/5MP, 5000mAh (SM-A047FZGUEUC) Green",https://www.neptun.mk/categories/mobilni_telefoni/SAMSUNG-Galaxy-A04s-3-32GB--SM-A047FZGUEUC--Green,https://www.neptun.mk/2022/10/20/Samsung-Galaxy-A04s-5_d0283f4f-2eb6-40b4-9f23-4ae005d6b1d9.jpg?width=192,10699,7999.0,PHONE,Neptun,2023-10-11
"XIAOMI Redmi Note 11, 6.43"", 4/64GB, 5000 mAh Star Blue",https://www.neptun.mk/categories/mobilni_telefoni/XIAOMI-Redmi-Note-11-4-64GB-Star-Blue,https://www.neptun.mk/2022/02/22/xiaomiredminote11azulestelar01l_367116a3-c5cb-46a0-af2b-b97401a4155f.jpg?width=192,14799,8497.0,PHONE,Neptun,2023-10-11
"XIAOMI 12C, 6,71"", 4/128GB, 50+0.08/5MP, 5000 mAh, Ocean Blue",https://www.neptun.mk/categories/mobilni_telefoni/XIAOMI-12C-4-128GB-Ocean-Blue,https://www.neptun.mk/2023/08/17/Blue_c3d2073e-e232-43e7-a55e-fda93b67b291.JPG?width=192,10999,8999.0,PHONE,Neptun,2023-10-11
XIAOMI 12C 4+128GB Graphite Gray,https://www.neptun.mk/categories/mobilni_telefoni/XIAOMI-12C-4-128GB-Graphite-Gray,https://www.neptun.mk/2023/03/29/xi.JPG?width=192,10999,8999.0,PHONE,Neptun,2023-10-11
XIAOMI Redmi 10 2022 4+128GB Sea Blue,https://www.neptun.mk/categories/mobilni_telefoni/XIAOMI-Redmi-10-2022-4-128GB-Sea-Blue,https://www.neptun.mk/2023/03/02/xiomi_2.JPG?width=192,12599,8999.0,PHONE,Neptun,2023-10-11
HONOR X7a (Rocky-L31A1) 4/128GB Blue,https://www.neptun.mk/categories/mobilni_telefoni/SMARTPHONE-HONOR-X7a--Rocky-L31A1--4-128GB-Blue,https://www.neptun.mk/2023/02/28/honor_x7a_blue.JPG?width=192,13999,8999.0,PHONE,Neptun,2023-10-11
HONOR X7a (Rocky-L31A1) 4/128GB Black,https://www.neptun.mk/categories/mobilni_telefoni/SMARTPHONE-HONOR-X7a--Rocky-L31A1--4-128GB-Black,https://www.neptun.mk/2023/02/28/honor_x7a.JPG?width=192,13999,8999.0,PHONE,Neptun,2023-10-11
"Xiaomi Redmi 12, 6.79"", 4/128GB, 50+8+2/8MP, 5000 mAh, Sky Blue",https://www.neptun.mk/categories/mobilni_telefoni/Xiaomi-Redmi-12-4-128GB--M19E--Sky-Blue,https://www.neptun.mk/2023/06/23/Xiaomi01_f0d8b730-aa2d-4ecb-8902-85e749730065.JPG?width=192,11499,9399.0,PHONE,Neptun,2023-10-11
"Xiaomi Redmi 12, 6.79"", 50+8+2/8MP, 4/128GB, 5000 mAh, Midnight Black",https://www.neptun.mk/categories/mobilni_telefoni/Xiaomi-Redmi-12-4-128GB--M19E--Midnight-Black,https://www.neptun.mk/2023/06/23/Xiaomi_049aa889-42be-4d4b-8e30-3456f9708cb4.JPG?width=192,11499,9399.0,PHONE,Neptun,2023-10-11
"XIAOMI Redmi Note 11, 6.43"", 4/128GB, 5000 mAh Graphite Gray",https://www.neptun.mk/categories/mobilni_telefoni/XIAOMI-Redmi-Note-11-4-128GB-Graphite-Gray,https://www.neptun.mk/2022/02/22/xiaomiredminote11grisgrafito01l_5918743e-92e5-4bc3-b5bb-edb86d14b00b.jpg?width=192,14999,9497.0,PHONE,Neptun,2023-10-11
