name,link,image,regular_price,category,store,date
"Notebook Gigabyte G5 MF Gaming i5-12500H/8GB/512GB SSD/RTX 4050 6GB GDDR6/ 15.6"" FHD 144Hz IPS/DOS",https://www.anhoch.com/product/599878731/notebook-gigabyte-g5-mf-gaming-i5-12500h8gb512gb-ssdrtx-4050-6gb-gddr6-156-fhd-144hz-ipsdos,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/g5kfe3ee313sd.jpg,55480,LAPTOP,Anhoch,2023-10-11
"Notebook Lenovo Gaming 3 Ryzen7 6800H 16GB/512GB/RTX3050 4GB/15.6"" FullHD AG 120HZ 250N/BacklitKB",https://www.anhoch.com/product/599271258/notebook-lenovo-gaming-3-ryzen7-6800h-16gb512gbrtx3050-4gb156-fullhd-ag-120hz-250nbacklitkb,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/82k2007crm-1.jpg,55980,LAPTOP,Anhoch,2023-10-11
"Notebook Lenovo ThinkPad T14 G2 R7 PRO 5850U 16GB/512GB SSD/14"" FHD IPS/GigaLAN/BacklitKB/Win10Pro",https://www.anhoch.com/product/599879662/notebook-lenovo-thinkpad-t14-g2-r7-pro-5850u-16gb512gb-ssd14-fhd-ipsgigalanbacklitkbwin10pro,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/20xk000yri_1.jpg,55980,LAPTOP,Anhoch,2023-10-11
"Notebook Dell Latitude 3420 i7-1165G7 8GB/256GB/Intel Iris XE/14"" FullHD/BacklitKB/4Cell/DOS",https://www.anhoch.com/product/599270296/notebook-dell-latitude-3420-i7-1165g7-8gb256gbintel-iris-xe14-fullhdbacklitkb4celldos,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/3420-1.jpg,56980,LAPTOP,Anhoch,2023-10-11
"Notebook MSI Bravo 15 Gaming Ryzen5 7535HS/8GB/512GB SSD/RTX 4050 6GB/15.6"" FHD 144Hz/Backlit Kb/W11",https://www.anhoch.com/product/599879792/notebook-msi-bravo-15-gaming-ryzen5-7535hs8gb512gb-ssdrtx-4050-6gb156-fhd-144hzbacklit-kbw11,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/9s7158n11010_1.jpg,56980,LAPTOP,Anhoch,2023-10-11
"Notebook Lenovo Gaming 3 Ryzen5 6600H 16GB/512GB/RTX3050Ti 4GB/15.6"" FullHD AG 120HZ 250N/Backlit KB",https://www.anhoch.com/product/599271239/notebook-lenovo-gaming-3-ryzen5-6600h-16gb512gbrtx3050ti-4gb156-fullhd-ag-120hz-250nbacklit-kb,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/82k2007crm-1.jpg,56980,LAPTOP,Anhoch,2023-10-11
"Notebook MSI Summit Flip A11MT 2-in-1 i7-1185G7/16GB/512GB SSD/13.4"" FHD+ IPS Touch/BacklitKB/Win10",https://www.anhoch.com/product/599878457/notebook-msi-summit-flip-a11mt-2-in-1-i7-1185g716gb512gb-ssd134-fhd-ips-touchbacklitkbwin10,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/msisummit.jpg,57980,LAPTOP,Anhoch,2023-10-11
"Notebook Lenovo ThinkPad E15 G4 i5-1235U/16GB/512GB NVMe/15,6"" FHD IPS/DOS",https://www.anhoch.com/product/599270820/notebook-lenovo-thinkpad-e15-g4-i5-1235u16gb512gb-nvme156-fhd-ipsdos,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/20td003nri_1.jpg,59980,LAPTOP,Anhoch,2023-10-11
"Notebook HP Victus Ryzen5 6600H/16GB/512GB/RTX3050TI 4GB/16.1"" FHD IPS 144Hz/Backlit Kb/DOS",https://www.anhoch.com/product/599270958/notebook-hp-victus-ryzen5-6600h16gb512gbrtx3050ti-4gb161-fhd-ips-144hzbacklit-kbdos,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/c07600399.jpg,59980,LAPTOP,Anhoch,2023-10-11
"Notebook Lenovo Gaming 3 i7-11370H 16GB/512GB/RTX3050Ti 4GB/15.6"" FullHD AG 120Hz 250N/DOS",https://www.anhoch.com/product/599269590/notebook-lenovo-gaming-3-i7-11370h-16gb512gbrtx3050ti-4gb156-fullhd-ag-120hz-250ndos,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/1806202219380115ihu6.jpg,60980,LAPTOP,Anhoch,2023-10-11
"Notebook Dell Latitude 5530 i5-1235U 8GB/512GB/15.6"" FullHD/BacklitKB/Ubuntu",https://www.anhoch.com/product/599270848/notebook-dell-latitude-5530-i5-1235u-8gb512gb156-fullhdbacklitkbubuntu,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/latitude5530_1.jpg,60980,LAPTOP,Anhoch,2023-10-11
"Notebook Lenovo Flex 5 i7-1255U/16GB/1TB SSD/14"" FHD IPS Touch/Backlit KB/Win11",https://www.anhoch.com/product/599271203/notebook-lenovo-flex-5-i7-1255u16gb1tb-ssd14-fhd-ips-touchbacklit-kbwin11,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/82r70004us.jpg,60980,LAPTOP,Anhoch,2023-10-11
"Notebook Lenovo Gaming 3 Ryzen7 6800H 16GB/512GB/RTX3050Ti 4GB/15.6"" FullHD AG 120HZ 250N/BacklitKB",https://www.anhoch.com/product/599271255/notebook-lenovo-gaming-3-ryzen7-6800h-16gb512gbrtx3050ti-4gb156-fullhd-ag-120hz-250nbacklitkb,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/82k2007crm-1.jpg,60980,LAPTOP,Anhoch,2023-10-11
"Notebook Asus TUF Gaming A15 R7 6800H/8GB/512GB SSD/RTX3050Ti 4GB/15.6"" FHD 144Hz/Backlit KB/Win11",https://www.anhoch.com/product/599877920/notebook-asus-tuf-gaming-a15-r7-6800h8gb512gb-ssdrtx3050ti-4gb156-fhd-144hzbacklit-kbwin11,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/tufgaminga15r7.jpg,61980,LAPTOP,Anhoch,2023-10-11
"Notebook Lenovo ThinkPad E15 Gen4 i5-1235U/16GB/512GB NVMe/15,6"" FHD IPS/DOS",https://www.anhoch.com/product/599271231/notebook-lenovo-thinkpad-e15-gen4-i5-1235u16gb512gb-nvme156-fhd-ipsdos,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/20td003nri_1.jpg,61980,LAPTOP,Anhoch,2023-10-11
"Notebook Lenovo Flex 5 i7-1255U/16GB/512GB SSD/16"" 2.5K IPS Touch/Backlit KB/Win11",https://www.anhoch.com/product/599879155/notebook-lenovo-flex-5-i7-1255u16gb512gb-ssd16-25k-ips-touchbacklit-kbwin11,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/82r80002us_1.jpg,61980,LAPTOP,Anhoch,2023-10-11
"Notebook Gigabyte G7 MF Gaming i5-12500H/16GB/512GB SSD/RTX 4050 6GB/17.3"" FHD 144Hz IPS/DOS",https://www.anhoch.com/product/599879876/notebook-gigabyte-g7-mf-gaming-i5-12500h16gb512gb-ssdrtx-4050-6gb173-fhd-144hz-ipsdos,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/g7kfe3ee213sd.jpg,61980,LAPTOP,Anhoch,2023-10-11
"Notebook Lenovo Gaming 3 i5-12450H/8GB/512GB/RTX3060 6GB/15.6"" FHD 120Hz/Backlit Kb/DOS",https://www.anhoch.com/product/599270764/notebook-lenovo-gaming-3-i5-12450h8gb512gbrtx3060-6gb156-fhd-120hzbacklit-kbdos,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/82s900kgrm.jpg,62980,LAPTOP,Anhoch,2023-10-11
"Notebook HP Envy 15 x360 Ryzen7 5825U/16GB/512GB SSD/15.6"" FHD Touch/Backlit Kb/Win11",https://www.anhoch.com/product/599270959/notebook-hp-envy-15-x360-ryzen7-5825u16gb512gb-ssd156-fhd-touchbacklit-kbwin11,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/66b44ua.jpg,63980,LAPTOP,Anhoch,2023-10-11
"Notebook Dell Latitude 5540 i5-1335U 8GB/512GB/15.6"" FullHD/BacklitKB/Ubuntu",https://www.anhoch.com/product/599271581/notebook-dell-latitude-5540-i5-1335u-8gb512gb156-fullhdbacklitkbubuntu,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/latitude5540.jpg,63980,LAPTOP,Anhoch,2023-10-11
"Notebook Lenovo Gaming 3 i5-12450H/16GB/512GB/RTX3060 6GB/15.6"" FHD 120Hz/Backlit Kb/DOS",https://www.anhoch.com/product/599877571/notebook-lenovo-gaming-3-i5-12450h16gb512gbrtx3060-6gb156-fhd-120hzbacklit-kbdos,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/82s900kgrm.jpg,64980,LAPTOP,Anhoch,2023-10-11
"Notebook HP Envy 13 x360 i7-1250U/8GB/512GB SSD/13.3"" FHD IPS Touchscreen/Backlit Kb/Win11/Silver",https://www.anhoch.com/product/599877493/notebook-hp-envy-13-x360-i7-1250u8gb512gb-ssd133-fhd-ips-touchscreenbacklit-kbwin11silver,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/66b41ua.jpg,64980,LAPTOP,Anhoch,2023-10-11
"Notebook Lenovo ThinkPad E14 Gen4 i7-1255U 16GB/512GB/14"" FullHD IPS 300/GigaLAN/57Wh/Backlit/Dos",https://www.anhoch.com/product/599270806/notebook-lenovo-thinkpad-e14-gen4-i7-1255u-16gb512gb14-fullhd-ips-300gigalan57whbacklitdos,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/e14gen21.jpg,64980,LAPTOP,Anhoch,2023-10-11
"Notebook HP Envy 17 i5-1240P/16GB/512GB SSD/17.3"" FHD Touch/Backlit Kb/Win11",https://www.anhoch.com/product/599271342/notebook-hp-envy-17-i5-1240p16gb512gb-ssd173-fhd-touchbacklit-kbwin11,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/6m517ea.jpg,64980,LAPTOP,Anhoch,2023-10-11
"Notebook Lenovo Yoga 7 ProX Ryzen5 6600HS 16GB/512GB SSD/14.5"" 3K IPS 120Hz/W11H/Onyx Grey",https://www.anhoch.com/product/599879675/notebook-lenovo-yoga-7-prox-ryzen5-6600hs-16gb512gb-ssd145-3k-ips-120hzw11honyx-grey,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/82tl005drm_1.jpg,64980,LAPTOP,Anhoch,2023-10-11
"Notebook Lenovo Yoga Slim 7 i5-12500H/16GB/512GB SSD/14"" 2.8K IPS 90Hz/Win11",https://www.anhoch.com/product/599879752/notebook-lenovo-yoga-slim-7-i5-12500h16gb512gb-ssd14-28k-ips-90hzwin11,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/82ut001hpb_1.jpg,64980,LAPTOP,Anhoch,2023-10-11
"Notebook Dell Inspiron 7620 i7-1260P/16GB/512GB/Intel Iris XE/16"" FHD Touch/BacklitKB/Win11Home",https://www.anhoch.com/product/599879842/notebook-dell-inspiron-7620-i7-1260p16gb512gbintel-iris-xe16-fhd-touchbacklitkbwin11home,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/76207631grnpus_1.jpg,64980,LAPTOP,Anhoch,2023-10-11
"Notebook Asus ROG ZEPHYRUS G14 Ryzen7 5800HS/16GB/512GB SSD/RTX 3060 6GB/14"" FHD 144Hz/Win11/White",https://www.anhoch.com/product/599879966/notebook-asus-rog-zephyrus-g14-ryzen7-5800hs16gb512gb-ssdrtx-3060-6gb14-fhd-144hzwin11white,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/ga402rjg14r96700.jpg,64980,LAPTOP,Anhoch,2023-10-11
"Notebook Apple MacBook Air M2 Octa Core/8GB/256GB SSD/13.6"" LED IPS/Backlit Kb/Starlight",https://www.anhoch.com/product/599877486/notebook-apple-macbook-air-m2-octa-core8gb256gb-ssd136-led-ipsbacklit-kbstarlight,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/macbook_air_m2_starlight_1.jpg,65980,LAPTOP,Anhoch,2023-10-11
"Notebook Apple MacBook Air M2 Octa Core/8GB/256GB SSD/13.6"" LED IPS/Backlit Kb/SpaceGray",https://www.anhoch.com/product/599877487/notebook-apple-macbook-air-m2-octa-core8gb256gb-ssd136-led-ipsbacklit-kbspacegray,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/macbook_air_m2_spacegrey_1.jpg,65980,LAPTOP,Anhoch,2023-10-11
"Notebook Apple MacBook Air M2 Octa Core/8GB/256GB SSD/13.6"" LED IPS/Backlit Kb/Silver",https://www.anhoch.com/product/599877488/notebook-apple-macbook-air-m2-octa-core8gb256gb-ssd136-led-ipsbacklit-kbsilver,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/macbook_air_m2_silver_1.jpg,65980,LAPTOP,Anhoch,2023-10-11
"Notebook Apple MacBook Air M2 Octa Core/8GB/256GB SSD/13.6"" LED IPS/Backlit Kb/Midnight",https://www.anhoch.com/product/599877489/notebook-apple-macbook-air-m2-octa-core8gb256gb-ssd136-led-ipsbacklit-kbmidnight,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/macbook_air_m2_midnight_1.jpg,65980,LAPTOP,Anhoch,2023-10-11
"Notebook HP Envy 13 x360 i5-1230U/16GB/512GB SSD/13.3"" FHD IPS Touchscreen/Backlit Kb/Win11/Silver",https://www.anhoch.com/product/599270950/notebook-hp-envy-13-x360-i5-1230u16gb512gb-ssd133-fhd-ips-touchscreenbacklit-kbwin11silver,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/66b41ua.jpg,67980,LAPTOP,Anhoch,2023-10-11
"Notebook Lenovo Gaming 3 i7-12650H 16GB/512GB/RTX3050 Ti 4GB/16"" FullHD AG 165Hz 350N/DOS",https://www.anhoch.com/product/599271000/notebook-lenovo-gaming-3-i7-12650h-16gb512gbrtx3050-ti-4gb16-fullhd-ag-165hz-350ndos,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/82sa00ahrm.jpg,67980,LAPTOP,Anhoch,2023-10-11
"Notebook Gigabyte G5 KF Gaming i5-12500H/16GB/512GB SSD/RTX 4060 8GB GDDR6/ 15.6"" FHD 144Hz IPS/DOS",https://www.anhoch.com/product/599878730/notebook-gigabyte-g5-kf-gaming-i5-12500h16gb512gb-ssdrtx-4060-8gb-gddr6-156-fhd-144hz-ipsdos,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/g5kfe3ee313sd.jpg,67980,LAPTOP,Anhoch,2023-10-11
"Notebook Dell G15 Gaming R7 6800H/16GB/512GB SSD/RTX3050Ti 4GB/15.6"" FHD IPS 120Hz/Backlit KB/Win11",https://www.anhoch.com/product/599879151/notebook-dell-g15-gaming-r7-6800h16gb512gb-ssdrtx3050ti-4gb156-fhd-ips-120hzbacklit-kbwin11,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/g15rea386grypus.jpg,67980,LAPTOP,Anhoch,2023-10-11
"Notebook MSI Bravo 15 Gaming Ryzen7 7735HS/8GB/512GB SSD/RTX 4060 8GB/15.6"" FHD 144Hz/Backlit Kb/W11",https://www.anhoch.com/product/599879793/notebook-msi-bravo-15-gaming-ryzen7-7735hs8gb512gb-ssdrtx-4060-8gb156-fhd-144hzbacklit-kbw11,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/9s7158n11010_1.jpg,67980,LAPTOP,Anhoch,2023-10-11
"Notebook Lenovo ThinkPad E15 Gen4 i7-1255U 16GB/512GB/15.6"" FullHD IPS 300/GigaLAN/Backlit/Dos/Black",https://www.anhoch.com/product/599879676/notebook-lenovo-thinkpad-e15-gen4-i7-1255u-16gb512gb156-fullhd-ips-300gigalanbacklitdosblack,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/21e6006yri_1.jpg,67980,LAPTOP,Anhoch,2023-10-11
"Notebook Lenovo ThinkPad T16 Ryzen7 6850U 16GB/512GB SSD/16"" WUXGA IPS Touch/BacklitKB/Win11Pro",https://www.anhoch.com/product/599879780/notebook-lenovo-thinkpad-t16-ryzen7-6850u-16gb512gb-ssd16-wuxga-ips-touchbacklitkbwin11pro,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/21ch0006us_1.jpg,67980,LAPTOP,Anhoch,2023-10-11
"Notebook HP Victus Gaming i5 13500H/16GB/512GB SSD/RTX 4050 6GB/15.6"" FHD AG IPS 144Hz/Backlit Kb",https://www.anhoch.com/product/599271173/notebook-hp-victus-gaming-i5-13500h16gb512gb-ssdrtx-4050-6gb156-fhd-ag-ips-144hzbacklit-kb,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/715t9ea_1.jpg,68880,LAPTOP,Anhoch,2023-10-11
"Notebook Dell Inspiron 5620 i7-1260P/16GB/1TB SSD/MX570/16"" FHD Touch/BacklitKB/Win11Pro",https://www.anhoch.com/product/599879843/notebook-dell-inspiron-5620-i7-1260p16gb1tb-ssdmx57016-fhd-touchbacklitkbwin11pro,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/i56207853slvpus_1.jpg,68980,LAPTOP,Anhoch,2023-10-11
"Notebook Asus TUF Gaming A16 Ryzen7 7735HS/16GB/512GB SSD/RX 7600S 8GB/16"" FHD 165Hz/Backlit Kb/W11",https://www.anhoch.com/product/599879968/notebook-asus-tuf-gaming-a16-ryzen7-7735hs16gb512gb-ssdrx-7600s-8gb16-fhd-165hzbacklit-kbw11,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/fa617nsa16r77600_1.jpg,68980,LAPTOP,Anhoch,2023-10-11
"Notebook HP Victus Ryzen7 6800H/16GB/512GB/RTX3050TI 4GB/16.1"" FHD IPS 144Hz/Backlit Kb/DOS",https://www.anhoch.com/product/599270946/notebook-hp-victus-ryzen7-6800h16gb512gbrtx3050ti-4gb161-fhd-ips-144hzbacklit-kbdos,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/c07600399.jpg,69980,LAPTOP,Anhoch,2023-10-11
"Notebook Lenovo ThinkPad T14 G3 Intel i5-1240P 16GB/512GB SSD/14"" FHD IPS/GigaLAN/BacklitKB/Win11Pro",https://www.anhoch.com/product/599879672/notebook-lenovo-thinkpad-t14-g3-intel-i5-1240p-16gb512gb-ssd14-fhd-ipsgigalanbacklitkbwin11pro,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/21ah007vri_1.jpg,69980,LAPTOP,Anhoch,2023-10-11
"Notebook Lenovo Gaming 3 i7-12650H 16GB/512GB/RTX3060 6GB/15.6"" FullHD AG 120Hz 250N/DOS",https://www.anhoch.com/product/599270750/notebook-lenovo-gaming-3-i7-12650h-16gb512gbrtx3060-6gb156-fullhd-ag-120hz-250ndos,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/82s900kgrm.jpg,70980,LAPTOP,Anhoch,2023-10-11
"Notebook Gigabyte G7 KF Gaming i5-12500H/16GB/512GB SSD/RTX 4060 8GB/17.3"" FHD 144Hz IPS/DOS",https://www.anhoch.com/product/599879875/notebook-gigabyte-g7-kf-gaming-i5-12500h16gb512gb-ssdrtx-4060-8gb173-fhd-144hz-ipsdos,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/g7kfe3ee213sd.jpg,68980,LAPTOP,Anhoch,2023-10-11
"Notebook MSI Cyborg 15 i7-12650H/8GB/512GB SSD/RTX 4060 8GB/15.6"" FHD 144Hz IPS/Backlit KB/Win11",https://www.anhoch.com/product/599879964/notebook-msi-cyborg-15-i7-12650h8gb512gb-ssdrtx-4060-8gb156-fhd-144hz-ipsbacklit-kbwin11,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/cyborg1512043_1.jpg,69980,LAPTOP,Anhoch,2023-10-11
"Notebook HP Envy 17 i7-1260P/16GB/512GB SSD/17.3"" FHD Touch/Backlit Kb/Win11",https://www.anhoch.com/product/599271341/notebook-hp-envy-17-i7-1260p16gb512gb-ssd173-fhd-touchbacklit-kbwin11,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/6m517ea.jpg,71980,LAPTOP,Anhoch,2023-10-11
"Notebook Gigabyte AORUS 7 9MF i5-12500H/16GB/512GB SSD/RTX 4050 6GB/17.3"" FHD IPS 360Hz/DOS",https://www.anhoch.com/product/599879561/notebook-gigabyte-aorus-7-9mf-i5-12500h16gb512gb-ssdrtx-4050-6gb173-fhd-ips-360hzdos,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/aorus79.jpg,71980,LAPTOP,Anhoch,2023-10-11
"Notebook Lenovo Yoga 7 Ryzen7 6800U 16GB/512GB SSD/14"" 2.2K Touch IPS/W11H/Pen/Storm Grey",https://www.anhoch.com/product/599270929/notebook-lenovo-yoga-7-ryzen7-6800u-16gb512gb-ssd14-22k-touch-ipsw11hpenstorm-grey,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/yoga_7.jpg,72380,LAPTOP,Anhoch,2023-10-11
"Notebook Lenovo Legion5 Ryzen7 5800H 16GB/1TB SSD/RTX3060 6GB/15.6"" FullHD AG 165Hz 300N SRGB",https://www.anhoch.com/product/599269593/notebook-lenovo-legion5-ryzen7-5800h-16gb1tb-ssdrtx3060-6gb156-fullhd-ag-165hz-300n-srgb,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/82ju00fxrm_1.jpg,73980,LAPTOP,Anhoch,2023-10-11
"Notebook HP EliteBook 840 Aero G8 i7-1165G7/16GB/512GB/14"" FHD IPS/NFC/Backlit Kb/FP/Win10Pro",https://www.anhoch.com/product/599271085/notebook-hp-elitebook-840-aero-g8-i7-1165g716gb512gb14-fhd-ipsnfcbacklit-kbfpwin10pro,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/3g2j8ea.jpg,73980,LAPTOP,Anhoch,2023-10-11
"Notebook HP Victus Ryzen7 7840HS/16GB/512GB/RTX4050 6GB/16.1"" FHD IPS 144Hz/Backlit Kb/DOS",https://www.anhoch.com/product/599271491/notebook-hp-victus-ryzen7-7840hs16gb512gbrtx4050-6gb161-fhd-ips-144hzbacklit-kbdos,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/c07600399.jpg,73980,LAPTOP,Anhoch,2023-10-11
"Notebook HP Victus Gaming i7 13700H/16GB/512GB SSD/RTX 4050 6GB/15.6"" FHD IPS 144Hz/Backlit Kb",https://www.anhoch.com/product/599271340/notebook-hp-victus-gaming-i7-13700h16gb512gb-ssdrtx-4050-6gb156-fhd-ips-144hzbacklit-kb,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/715t9ea_1.jpg,74880,LAPTOP,Anhoch,2023-10-11
"Notebook MSI Katana 15 i7-13620H/16GB/1TB SSD/RTX 4050 6GB/15.6"" FHD 144Hz IPS/SS RGB KB/DOS",https://www.anhoch.com/product/599879674/notebook-msi-katana-15-i7-13620h16gb1tb-ssdrtx-4050-6gb156-fhd-144hz-ipsss-rgb-kbdos,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/9s7158571099_1.jpg,74980,LAPTOP,Anhoch,2023-10-11
"Notebook Apple MacBook Pro M2 Octa Core/8GB/256GB SSD/Apple 8C GPU/13.3"" RetinaLED/Backlit Kb/Silver",https://www.anhoch.com/product/599877484/notebook-apple-macbook-pro-m2-octa-core8gb256gb-ssdapple-8c-gpu133-retinaledbacklit-kbsilver,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/macbook_pro_m2_silver_1.jpg,75980,LAPTOP,Anhoch,2023-10-11
"Notebook Apple MacBook Pro M2 Octa Core/8GB/256GB SSD/Apple 8C GPU/13.3"" Retina LED/Backlit Kb/SGrey",https://www.anhoch.com/product/599877485/notebook-apple-macbook-pro-m2-octa-core8gb256gb-ssdapple-8c-gpu133-retina-ledbacklit-kbsgrey,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/macbook_pro_m2_spacegrey_1.jpg,75980,LAPTOP,Anhoch,2023-10-11
"Notebook Gigabyte G6 KF Gaming i7-13620H/16GB/512GB SSD/RTX 4060 8GB/16.0"" FHD+ 165Hz IPS/DOS",https://www.anhoch.com/product/599880057/notebook-gigabyte-g6-kf-gaming-i7-13620h16gb512gb-ssdrtx-4060-8gb160-fhd-165hz-ipsdos,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/g6kfh3ee853sd.jpg,76980,LAPTOP,Anhoch,2023-10-11
"Notebook Lenovo ThinkPad E14 Gen4 i7-1255U 16GB/512GB/14"" FullHD IPS 300/GigaLAN/57Wh/Backlit/W11Pro",https://www.anhoch.com/product/599270587/notebook-lenovo-thinkpad-e14-gen4-i7-1255u-16gb512gb14-fullhd-ips-300gigalan57whbacklitw11pro,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/e14gen21.jpg,77980,LAPTOP,Anhoch,2023-10-11
"Notebook Dell Latitude 5540 i7-1355U 16GB/512GB/15.6"" FullHD/IR CamBacklitKB/Ubuntu",https://www.anhoch.com/product/599271582/notebook-dell-latitude-5540-i7-1355u-16gb512gb156-fullhdir-cambacklitkbubuntu,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/latitude5540.jpg,78980,LAPTOP,Anhoch,2023-10-11
"Notebook Gigabyte AORUS 7 9KF i5-12500H/16GB/512GB SSD/RTX 4060 6GB/17.3"" FHD IPS 360Hz/DOS",https://www.anhoch.com/product/599879560/notebook-gigabyte-aorus-7-9kf-i5-12500h16gb512gb-ssdrtx-4060-6gb173-fhd-ips-360hzdos,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/aorus79.jpg,79980,LAPTOP,Anhoch,2023-10-11
"Notebook Lenovo LOQ Gaming Ryzen7 7840HS 16GB/512GB/RTX4060 8GB/15.6"" FullHD 144Hz/Backlit KbWin11",https://www.anhoch.com/product/599879779/notebook-lenovo-loq-gaming-ryzen7-7840hs-16gb512gbrtx4060-8gb156-fullhd-144hzbacklit-kbwin11,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/82xt001rus_1.jpg,80980,LAPTOP,Anhoch,2023-10-11
"Notebook Dell Latitude 5531 i7-12800H 16GB/512GB/IrisXE/15.6"" FullHD/4Cell/Ubuntu",https://www.anhoch.com/product/599270581/notebook-dell-latitude-5531-i7-12800h-16gb512gbirisxe156-fullhd4cellubuntu,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/n013l552115emeau.jpg,81980,LAPTOP,Anhoch,2023-10-11
"Notebook Lenovo ThinkBook 14s YOGA G2 i7-1255U 16GB/512GB/14"" FullHD IPS Touch/BacklitK/PEN/Win11Pro",https://www.anhoch.com/product/599270611/notebook-lenovo-thinkbook-14s-yoga-g2-i7-1255u-16gb512gb14-fullhd-ips-touchbacklitkpenwin11pro,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/thinkbook_14s_yoga_g2_iap_ct1_07.jpg,81980,LAPTOP,Anhoch,2023-10-11
"Notebook Lenovo Yoga 7 x360 Ryzen7 6800U 16GB/1TB SSD/14"" 2.8K Touch OLED/W11H/PEN/Aluminium/Blue",https://www.anhoch.com/product/599270709/notebook-lenovo-yoga-7-x360-ryzen7-6800u-16gb1tb-ssd14-28k-touch-oledw11hpenaluminiumblue,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/15032023092841yoga_7.jpg,82980,LAPTOP,Anhoch,2023-10-11
